id,prod,age,Sum Assured,Term,Term_if,Premium,sex
7314,1,36,1140000,0,0,1028.66,1
7315,1,39,1090000,0,72,850.41,1
7316,1,44,1010000,0,12,1296.87,1
7317,1,44,1350000,0,60,2050.94,0
7318,1,44,1230000,0,36,1426.66,1
7319,1,32,750000,0,48,465.41,1
7320,1,39,1070000,0,96,760.05,1
7321,1,50,790000,0,108,916.31,1
7322,1,34,860000,0,24,639.98,1
7323,1,34,1230000,0,72,763.27,1
7324,1,41,1080000,0,12,1190.81,1
7325,1,42,1080000,0,120,1185.74,0
7326,1,43,1070000,0,120,1227.88,0
7327,1,48,1280000,0,84,1484.66,1
7328,1,43,1170000,0,48,1777.48,0
7329,1,42,580000,0,0,1020.03,0
7330,1,38,1170000,0,84,1230.14,0
7331,1,40,870000,0,0,959.26,1
7332,1,35,1020000,0,96,606.07,1
7333,1,47,1130000,0,24,1606.98,1
7334,1,48,1370000,0,72,1671.83,1
7335,1,29,910000,0,96,649.45,0
7336,1,48,920000,0,0,1526.47,1
7337,1,36,1250000,0,24,1500.58,0
7338,1,51,870000,0,0,2389.2,0
7339,1,39,890000,0,84,977.14,0
7340,1,54,1740000,0,24,3539.28,1
7341,1,35,1030000,0,12,843.05,1
7342,1,37,1170000,0,36,1404.54,0
7343,1,39,1150000,0,72,897.23,1
7344,1,52,1100000,0,0,3169.71,0
7345,1,34,810000,0,48,549.58,1
7346,1,50,1010000,0,96,1776.25,0
7347,1,35,1240000,0,72,1199.12,0
7348,1,39,1110000,0,120,719.97,1
7349,1,34,1080000,0,120,565.73,1
7350,1,33,1460000,0,84,831.33,1
7351,1,38,940000,0,12,891.27,1
7352,1,45,1050000,0,0,2141.16,0
7353,1,39,1040000,0,0,1090.15,1
7354,1,42,1200000,0,72,1579.87,0
7355,1,35,860000,0,96,768.27,0
7356,1,44,1060000,0,36,1775.12,0
7357,1,42,1290000,0,60,1223.12,1
7358,1,45,1280000,0,12,1729.52,1
7359,1,45,1070000,0,36,1305.74,1
7360,1,47,1100000,0,12,2357.77,0
7361,1,31,850000,0,0,603.78,1
7362,1,42,840000,0,120,922.24,0
7363,1,44,1140000,0,108,1432.66,0
7364,1,49,1180000,0,84,2075.23,0
7365,1,42,1040000,0,24,1146.7,1
7366,1,48,790000,0,84,916.31,1
7367,1,43,1100000,0,12,1342.35,1
7368,1,43,1180000,0,36,1882,0
7369,1,54,960000,0,48,1764.65,1
7370,1,46,1050000,0,36,1939.6,0
7371,1,48,780000,0,84,1306.22,0
7372,1,39,840000,0,48,721.69,1
7373,1,44,1130000,0,84,1071.42,1
7374,1,41,1060000,0,36,1534.47,0
7375,1,47,1070000,0,84,1179.78,1
7376,1,48,1020000,0,96,1124.65,1
7377,1,37,1060000,0,36,867.6,1
7378,1,49,1170000,0,48,2385.86,0
7379,1,47,1100000,0,36,2134.68,0
7380,1,36,690000,0,96,428.18,1
7381,1,43,890000,0,72,1228.29,0
7382,1,37,980000,0,96,947.69,0
7383,1,46,850000,0,0,1272.45,1
7384,1,49,760000,0,36,1137.72,1
7385,1,41,1140000,0,0,1909.09,0
7386,1,37,980000,0,60,729.28,1
7387,1,49,970000,0,12,1609.43,1
7388,1,40,1070000,0,60,919.29,1
7389,1,39,1150000,0,36,1514.05,0
7390,1,40,850000,0,96,632.54,1
7391,1,45,1250000,0,0,2549,0
7392,1,35,1090000,0,24,850.41,1
7393,1,44,1050000,0,60,1100.63,1
7394,1,46,900000,0,0,1929.08,0
7395,1,51,1110000,0,96,2050.43,0
7396,1,34,800000,0,84,714.67,0
7397,1,34,1130000,0,108,617.02,1
7398,1,53,720000,0,72,1622.38,0
7399,1,40,1050000,0,108,1103.97,0
7400,1,38,850000,0,12,1173.09,0
7401,1,27,950000,0,96,402.51,1
7402,1,42,1100000,0,60,1518.11,0
7403,1,52,870000,0,36,2166.1,0
7404,1,41,710000,0,48,673.19,1
7405,1,38,1320000,0,24,1191.08,1
7406,1,50,1230000,0,96,1500.99,1
7407,1,43,1310000,0,12,2303.85,0
7408,1,36,1130000,0,84,1092.75,0
7409,1,41,1010000,0,120,1061.91,0
7410,1,49,1010000,0,60,1364.7,1
7411,1,40,1140000,0,96,848.35,1
7412,1,33,1080000,0,60,670.19,1
7413,1,41,1040000,0,72,893.52,1
7414,1,41,860000,0,84,1032.4,0
7415,1,49,890000,0,84,1086.08,1
7416,1,40,1030000,0,120,1038.04,0
7417,1,40,1170000,0,36,1109.34,1
7418,1,43,940000,0,108,1128.43,0
7419,1,33,1170000,0,108,934.36,0
7420,1,46,1110000,0,12,2263.51,0
7421,1,42,620000,0,72,559.45,1
7422,1,54,1050000,0,36,2883.52,0
7423,1,38,1460000,0,36,1254.36,1
7424,1,38,560000,0,108,363.23,1
7425,1,49,1270000,0,120,1331.24,1
7426,1,52,900000,0,48,1493.28,1
7427,1,43,1130000,0,108,1356.52,0
7428,1,45,1390000,0,24,1784.8,1
7429,1,45,1180000,0,60,1301.07,1
7430,1,41,980000,0,0,1136.69,1
7431,1,37,1290000,0,0,1780.33,0
7432,1,42,1300000,0,0,1586.41,1
7433,1,42,1550000,0,120,1701.75,0
7434,1,35,1210000,0,24,1388.53,0
7435,1,42,1150000,0,72,1037.68,1
7436,1,42,700000,0,12,1172.25,0
7437,1,43,870000,0,24,1009.1,1
7438,1,44,1140000,0,12,1463.79,1
7439,1,34,1500000,0,24,1116.25,1
7440,1,42,1030000,0,108,803.6,1
7441,1,38,1050000,0,120,975.34,0
7442,1,40,1150000,0,12,1747.1,0
7443,1,34,1140000,0,108,944.57,0
7444,1,32,1020000,0,120,756.38,0
7445,1,47,970000,0,24,1379.44,1
7446,1,49,1130000,0,12,1874.9,1
7447,1,38,630000,0,108,408.63,1
7448,1,47,920000,0,60,1122.69,1
7449,1,43,1260000,0,60,1824,0
7450,1,42,1290000,0,24,1422.35,1
7451,1,52,1170000,0,60,1843.93,1
7452,1,49,680000,0,108,1084.54,0
7453,1,29,1010000,0,72,777.44,0
7454,1,54,1080000,0,24,3112.08,0
7455,1,46,840000,0,24,1135,1
7456,1,47,900000,0,48,1155.63,1
7457,1,44,1100000,0,108,1382.4,0
7458,1,40,1380000,0,96,1515.11,0
7459,1,42,810000,0,12,1356.46,0
7460,1,29,650000,0,48,538.57,0
7461,1,41,870000,0,24,1321.72,0
7462,1,36,1080000,0,48,1185.74,0
7463,1,44,1100000,0,0,1486.31,1
7464,1,40,1070000,0,24,1066.53,1
7465,1,43,1020000,0,48,1549.6,0
7466,1,30,870000,0,36,516.94,1
7467,1,48,1250000,0,36,1777.63,1
7468,1,43,1290000,0,96,1621.17,0
7469,1,46,620000,0,12,881.71,1
7470,1,37,930000,0,120,830.8,0
7471,1,42,910000,0,84,1143.62,0
7472,1,36,1230000,0,96,763.27,1
7473,1,43,1030000,0,60,1026.66,1
7474,1,35,1410000,0,48,1001.56,1
7475,1,39,830000,0,48,1043.08,0
7476,1,45,1640000,0,48,2746.41,0
7477,1,37,1100000,0,84,746.34,1
7478,1,37,970000,0,0,919.71,1
7479,1,41,960000,0,24,1006.29,1
7480,1,44,1350000,0,36,2260.76,0
7481,1,47,1190000,0,24,2426.65,0
7482,1,51,970000,0,48,1528.73,1
7483,1,48,1160000,0,24,1736.53,1
7484,1,47,940000,0,48,1736.4,0
7485,1,42,1040000,0,108,811.4,1
7486,1,39,980000,0,48,841.97,1
7487,1,35,1190000,0,24,1365.58,0
7488,1,45,850000,0,120,1068.22,0
7489,1,35,740000,0,48,778.04,0
7490,1,40,1030000,0,60,1294.43,0
7491,1,38,880000,0,96,597.08,1
7492,1,37,980000,0,36,802.12,1
7493,1,42,1170000,0,60,1614.72,0
7494,1,47,920000,0,84,1467.32,0
7495,1,41,970000,0,0,1624.4,0
7496,1,40,1330000,0,108,944.73,1
7497,1,28,970000,0,72,467.67,1
7498,1,41,810000,0,96,929.51,0
7499,1,38,660000,0,24,595.54,1
7500,1,37,1230000,0,48,1411.49,0
7501,1,38,890000,0,36,1118.48,0
7502,1,45,1460000,0,96,2014.95,0
7503,1,39,1040000,0,48,893.52,1
7504,1,40,790000,0,72,948.36,0
7505,1,41,1060000,0,48,1462.91,0
7506,1,40,1220000,0,12,1278.83,1
7507,1,37,1200000,0,36,1440.55,0
7508,1,37,1350000,0,84,1360.54,0
7509,1,53,1250000,0,60,2961.06,0
7510,1,27,1090000,0,24,903.14,0
7511,1,48,1300000,0,72,1586.41,1
7512,1,46,1180000,0,60,1976.07,0
7513,1,44,1380000,0,0,2678.05,0
7514,1,43,960000,0,120,1101.65,0
7515,1,49,1230000,0,120,1868.64,0
7516,1,39,1040000,0,60,1248.48,0
7517,1,47,1140000,0,108,1650.28,0
7518,1,36,1260000,0,60,1324.76,0
7519,1,44,1030000,0,36,1194.68,1
7520,1,44,1240000,0,72,1235.97,1
7521,1,41,1310000,0,0,1519.45,1
7522,1,34,1140000,0,0,933.08,1
7523,1,47,1140000,0,12,2443.5,0
7524,1,40,900000,0,72,1080.41,0
7525,1,32,830000,0,96,434.77,1
7526,1,44,1220000,0,12,2253.63,0
7527,1,36,960000,0,108,857.6,0
7528,1,45,1170000,0,96,1614.72,0
7529,1,36,1140000,0,120,980.43,0
7530,1,37,960000,0,36,1152.44,0
7531,1,46,1470000,0,84,2233.25,0
7532,1,53,1090000,0,60,2582.04,0
7533,1,40,1080000,0,120,732.77,1
7534,1,48,1040000,0,36,2120.77,0
7535,1,39,1010000,0,120,976.71,0
7536,1,44,780000,0,36,904.71,1
7537,1,51,830000,0,120,1389.95,0
7538,1,37,940000,0,60,699.52,1
7539,1,48,910000,0,120,907.05,1
7540,1,41,1180000,0,96,1354.11,0
7541,1,42,830000,0,36,870.02,1
7542,1,46,970000,0,84,1473.64,0
7543,1,40,890000,0,84,1021.32,0
7544,1,47,860000,0,84,1371.62,0
7545,1,47,620000,0,84,988.84,0
7546,1,43,940000,0,12,1147.1,1
7547,1,44,720000,0,48,793.87,1
7548,1,36,1130000,0,72,1138.82,0
7549,1,43,940000,0,0,1736.4,0
7550,1,46,950000,0,48,1159.3,1
7551,1,48,1100000,0,120,1096.43,1
7552,1,48,840000,0,48,1630.12,0
7553,1,47,900000,0,60,1098.28,1
7554,1,39,1040000,0,96,738.74,1
7555,1,42,930000,0,12,1557.41,0
7556,1,47,1050000,0,24,1493.21,1
7557,1,35,1200000,0,60,1209.37,0
7558,1,46,1250000,0,120,1127.92,1
7559,1,41,870000,0,72,747.46,1
7560,1,45,1080000,0,120,927.89,1
7561,1,41,950000,0,48,1311.1,0
7562,1,44,750000,0,48,1196.18,0
7563,1,40,830000,0,12,870.02,1
7564,1,55,1010000,0,120,2059.59,0
7565,1,33,690000,0,36,695.39,0
7566,1,42,870000,0,120,647.42,1
7567,1,40,760000,0,72,912.35,0
7568,1,35,1210000,0,60,820.98,1
7569,1,42,650000,0,36,987.49,0
7570,1,31,1120000,0,84,894.43,0
7571,1,41,930000,0,48,881.78,1
7572,1,38,1040000,0,60,1193.45,0
7573,1,49,1340000,0,60,2600.43,0
7574,1,42,860000,0,24,1371.62,0
7575,1,33,1120000,0,108,894.43,0
7576,1,36,1170000,0,96,1086.81,0
7577,1,41,1200000,0,36,1737.14,0
7578,1,56,730000,0,96,1729.26,0
7579,1,44,1030000,0,0,1998.84,0
7580,1,37,1010000,0,48,788,1
7581,1,47,1250000,0,12,2679.28,0
7582,1,43,650000,0,96,816.87,0
7583,1,37,1320000,0,24,1134.08,1
7584,1,51,1300000,0,12,3400.37,0
7585,1,44,1090000,0,48,1738.45,0
7586,1,50,950000,0,0,1746.27,1
7587,1,43,940000,0,24,1574.16,0
7588,1,52,1090000,0,120,1330.14,1
7589,1,39,1030000,0,12,1026.66,1
7590,1,35,780000,0,48,820.09,0
7591,1,26,1130000,0,108,679.64,0
7592,1,40,1150000,0,108,816.87,1
7593,1,40,1190000,0,96,1306.51,0
7594,1,47,1160000,0,108,1156.23,1
7595,1,31,1030000,0,0,1082.94,0
7596,1,45,820000,0,0,1672.14,0
7597,1,47,820000,0,60,1000.66,1
7598,1,34,1180000,0,72,732.24,1
7599,1,38,990000,0,60,772.39,1
7600,1,43,990000,0,84,893.31,1
7601,1,41,680000,0,48,644.75,1
7602,1,33,990000,0,48,957.36,0
7603,1,49,1030000,0,36,2207.73,0
7604,1,44,950000,0,84,900.75,1
7605,1,33,830000,0,120,638.89,0
7606,1,40,680000,0,96,506.03,1
7607,1,35,1110000,0,72,719.97,1
7608,1,38,1340000,0,12,1849.34,0
7609,1,47,760000,0,48,975.86,1
7610,1,32,1160000,0,120,559.28,1
7611,1,44,940000,0,24,1147.1,1
7612,1,46,840000,0,60,1406.7,0
7613,1,43,1120000,0,120,1285.26,0
7614,1,50,950000,0,84,1754.87,0
7615,1,54,1020000,0,84,1607.53,1
7616,1,38,1400000,0,0,2026.66,0
7617,1,42,970000,0,108,756.79,1
7618,1,44,1370000,0,84,1298.97,1
7619,1,43,1130000,0,48,1716.72,0
7620,1,38,890000,0,12,843.86,1
7621,1,37,1280000,0,96,1237.8,0
7622,1,37,880000,0,12,1158.57,0
7623,1,35,1100000,0,24,858.22,1
7624,1,49,1120000,0,0,1956.2,1
7625,1,42,1160000,0,48,1679.23,0
7626,1,39,1470000,0,84,1093.92,1
7627,1,44,970000,0,0,1310.65,1
7628,1,39,870000,0,12,867.18,1
7629,1,43,1090000,0,108,1308.5,0
7630,1,38,1000000,0,108,648.62,1
7631,1,43,1010000,0,72,957.64,1
7632,1,49,810000,0,108,893.11,1
7633,1,43,1480000,0,60,1475.2,1
7634,1,36,1120000,0,84,1083.08,0
7635,1,40,840000,0,24,1216,0
7636,1,50,1290000,0,36,2033.05,1
7637,1,46,1010000,0,108,957.64,1
7638,1,50,1080000,0,72,1459.28,1
7639,1,49,900000,0,84,1582.8,0
7640,1,46,1070000,0,108,1014.53,1
7641,1,43,770000,0,48,807.13,1
7642,1,44,830000,0,0,1610.71,0
7643,1,36,780000,0,120,444.13,1
7644,1,37,1230000,0,12,1619.37,0
7645,1,51,690000,0,108,1213.48,0
7646,1,39,730000,0,36,961.09,0
7647,1,41,1340000,0,48,1270.53,1
7648,1,44,1120000,0,60,1174.01,1
7649,1,44,910000,0,72,1317.33,0
7650,1,48,970000,0,24,2079.12,0
7651,1,42,1070000,0,72,965.5,1
7652,1,52,910000,0,48,2155.65,0
7653,1,28,1100000,0,72,815.7,0
7654,1,60,990000,0,120,1819.79,1
7655,1,47,920000,0,60,1122.69,1
7656,1,40,1040000,0,0,1658.71,0
7657,1,48,1240000,0,36,2528.61,0
7658,1,37,930000,0,72,660.6,1
7659,1,36,1380000,0,48,1515.11,0
7660,1,37,930000,0,48,1067.22,0
7661,1,36,510000,0,72,346.03,1
7662,1,41,1200000,0,108,1317.49,0
7663,1,44,1510000,0,72,1505.1,1
7664,1,51,1110000,0,12,2040.37,1
7665,1,32,1210000,0,48,1123.97,0
7666,1,45,1160000,0,60,1850.1,0
7667,1,52,850000,0,108,1570.15,0
7668,1,38,1060000,0,60,827.01,1
7669,1,39,650000,0,12,940.95,0
7670,1,36,1150000,0,24,941.27,1
7671,1,42,1530000,0,12,2562.2,0
7672,1,46,990000,0,108,1366.3,0
7673,1,38,1480000,0,24,1948.51,0
7674,1,43,970000,0,120,1113.12,0
7675,1,47,1200000,0,84,1913.89,0
7676,1,34,960000,0,12,1101.65,0
7677,1,54,890000,0,48,1635.98,1
7678,1,45,800000,0,0,1631.36,0
7679,1,38,1160000,0,108,752.4,1
7680,1,43,890000,0,36,981.31,1
7681,1,42,900000,0,84,773.24,1
7682,1,45,810000,0,0,1151.91,1
7683,1,44,730000,0,84,1007.47,0
7684,1,30,940000,0,72,492.39,1
7685,1,32,1250000,0,12,1314.25,0
7686,1,42,1230000,0,84,1056.76,1
7687,1,49,1180000,0,108,1301.07,1
7688,1,40,1080000,0,12,1640.75,0
7689,1,44,1140000,0,108,1432.66,0
7690,1,41,1330000,0,96,1037.66,1
7691,1,41,1150000,0,108,855.79,1
7692,1,36,1340000,0,84,1295.83,0
7693,1,44,630000,0,12,808.94,1
7694,1,36,1120000,0,96,1040.37,0
7695,1,34,890000,0,12,694.37,1
7696,1,42,1110000,0,0,1354.55,1
7697,1,44,940000,0,72,936.95,1
7698,1,40,950000,0,36,1311.1,0
7699,1,38,790000,0,24,712.84,1
7700,1,43,1390000,0,36,2216.93,0
7701,1,30,1060000,0,24,984.63,0
7702,1,28,1330000,0,120,538.33,1
7703,1,42,960000,0,72,866.24,1
7704,1,37,1370000,0,84,1380.69,0
7705,1,35,1000000,0,36,744.17,1
7706,1,37,1000000,0,72,710.32,1
7707,1,38,1030000,0,108,996.05,0
7708,1,37,1210000,0,24,1039.58,1
7709,1,33,990000,0,48,957.36,0
7710,1,52,1120000,0,48,1858.31,1
7711,1,30,980000,0,36,582.3,1
7712,1,43,1170000,0,60,1693.71,0
7713,1,54,1100000,0,12,3324.35,0
7714,1,36,1290000,0,48,959.97,1
7715,1,36,930000,0,96,577.11,1
7716,1,26,1150000,0,108,691.67,0
7717,1,50,980000,0,108,1641.15,0
7718,1,47,1110000,0,0,1749.37,1
7719,1,52,1020000,0,36,2539.56,0
7720,1,38,890000,0,72,662.31,1
7721,1,45,1010000,0,120,867.75,1
7722,1,42,950000,0,0,1670.73,0
7723,1,41,950000,0,60,1250.73,0
7724,1,30,980000,0,120,433.97,1
7725,1,44,730000,0,120,597.5,1
7726,1,38,960000,0,72,1053.99,0
7727,1,40,1270000,0,36,1752.73,0
7728,1,41,1080000,0,60,1421.89,0
7729,1,40,860000,0,12,901.47,1
7730,1,33,980000,0,72,875.47,0
7731,1,40,680000,0,84,780.33,0
7732,1,35,900000,0,12,736.65,1
7733,1,43,850000,0,0,1570.15,0
7734,1,37,1260000,0,96,817.26,1
7735,1,46,750000,0,120,676.75,1
7736,1,45,880000,0,108,794.05,1
7737,1,40,810000,0,60,1017.95,0
7738,1,42,1090000,0,108,850.41,1
7739,1,41,1040000,0,120,1093.45,0
7740,1,34,850000,0,12,975.42,0
7741,1,41,1030000,0,84,1236.47,0
7742,1,37,840000,0,24,1055.65,0
7743,1,43,1380000,0,72,1308.46,1
7744,1,47,1190000,0,60,1452.17,1
7745,1,48,820000,0,72,1442.11,0
7746,1,37,1360000,0,120,1214.94,0
7747,1,41,930000,0,0,1557.41,0
7748,1,42,890000,0,60,1228.29,0
7749,1,39,860000,0,12,1244.95,0
7750,1,42,1340000,0,84,1151.27,1
7751,1,35,1260000,0,72,817.26,1
7752,1,45,1110000,0,12,1499.82,1
7753,1,46,1180000,0,96,1176.17,1
7754,1,43,1170000,0,72,1614.72,0
7755,1,43,1040000,0,24,1206.28,1
7756,1,50,1260000,0,120,1389.28,1
7757,1,49,1110000,0,24,2501.16,0
7758,1,45,780000,0,120,670.14,1
7759,1,47,1170000,0,36,2270.52,0
7760,1,41,1590000,0,72,1998.19,0
7761,1,50,1150000,0,96,2022.47,0
7762,1,41,950000,0,84,777.57,1
7763,1,39,1180000,0,0,1236.9,1
7764,1,45,900000,0,12,1216.07,1
7765,1,40,840000,0,72,1008.39,0
7766,1,35,900000,0,48,946.26,0
7767,1,52,880000,0,60,1386.89,1
7768,1,35,1080000,0,72,1044.4,0
7769,1,33,1300000,0,60,1207.57,0
7770,1,49,1220000,0,24,1922.73,1
7771,1,53,1110000,0,60,1841.71,1
7772,1,53,1150000,0,120,2124.32,0
7773,1,41,1020000,0,72,876.34,1
7774,1,41,830000,0,72,1043.08,0
7775,1,40,960000,0,36,1324.9,0
7776,1,46,860000,0,84,901.47,1
7777,1,32,810000,0,24,816.32,0
7778,1,46,820000,0,24,1107.97,1
7779,1,32,1030000,0,48,956.76,0
7780,1,23,1040000,0,48,684.24,0
7781,1,40,630000,0,12,957.11,0
7782,1,42,1090000,0,24,1201.83,1
7783,1,43,1120000,0,12,1366.75,1
7784,1,45,1310000,0,96,1807.93,0
7785,1,33,960000,0,84,546.63,1
7786,1,47,970000,0,0,2185.7,0
7787,1,53,840000,0,96,1194.57,1
7788,1,39,1070000,0,108,725.99,1
7789,1,44,1120000,0,96,1474.55,0
7790,1,46,1180000,0,108,1118.82,1
7791,1,42,1080000,0,72,974.52,1
7792,1,44,1230000,0,84,1697.53,0
7793,1,46,980000,0,108,929.19,1
7794,1,48,1400000,0,108,2126.9,0
7795,1,47,990000,0,48,1271.19,1
7796,1,38,700000,0,60,546.14,1
7797,1,48,1360000,0,60,2512.24,0
7798,1,44,810000,0,108,695.91,1
7799,1,33,980000,0,72,875.47,0
7800,1,47,810000,0,108,1172.57,0
7801,1,44,1280000,0,24,1562,1
7802,1,57,940000,0,36,2114.41,1
7803,1,42,1290000,0,60,1780.33,0
7804,1,39,940000,0,72,1078.7,0
7805,1,47,1010000,0,96,1534.41,0
7806,1,34,1100000,0,84,982.67,0
7807,1,39,1130000,0,24,1071.42,1
7808,1,44,890000,0,12,1644.04,0
7809,1,47,1100000,0,108,1096.43,1
7810,1,42,1460000,0,120,1086.48,1
7811,1,54,950000,0,60,1659.27,1
7812,1,46,1250000,0,120,1645.7,0
7813,1,41,860000,0,84,1032.4,0
7814,1,46,1260000,0,48,2215.92,0
7815,1,53,950000,0,72,1497.21,1
7816,1,36,530000,0,36,413.5,1
7817,1,41,970000,0,12,1069.52,1
7818,1,46,1370000,0,0,2050.9,1
7819,1,45,1060000,0,24,1958.07,0
7820,1,42,990000,0,60,938.67,1
7821,1,34,890000,0,84,528.82,1
7822,1,40,1030000,0,12,1564.79,0
7823,1,43,1060000,0,84,956.47,1
7824,1,40,710000,0,36,979.87,0
7825,1,42,1180000,0,84,1013.8,1
7826,1,48,950000,0,48,1283.63,1
7827,1,47,1330000,0,24,1891.4,1
7828,1,33,1190000,0,36,1199.29,0
7829,1,50,920000,0,0,2406.41,0
7830,1,40,1120000,0,12,1174.01,1
7831,1,32,890000,0,36,860.66,0
7832,1,46,1140000,0,60,1322.27,1
7833,1,52,860000,0,96,1668.93,0
7834,1,35,1130000,0,48,1188.08,0
7835,1,38,960000,0,120,595.72,1
7836,1,31,850000,0,36,789.56,0
7837,1,49,1150000,0,60,1553.87,1
7838,1,42,860000,0,48,857.21,1
7839,1,50,520000,0,108,603.14,1
7840,1,47,1180000,0,72,1976.07,0
7841,1,36,900000,0,72,907.02,0
7842,1,46,750000,0,48,915.24,1
7843,1,46,1140000,0,60,1909.09,0
7844,1,33,940000,0,24,667.71,1
7845,1,46,1000000,0,120,1316.56,0
7846,1,48,680000,0,120,677.79,1
7847,1,42,1340000,0,60,1270.53,1
7848,1,44,670000,0,96,604.56,1
7849,1,39,860000,0,96,904.2,0
7850,1,44,1050000,0,84,1449.11,0
7851,1,33,1000000,0,0,1147.55,0
7852,1,38,1510000,0,24,1362.52,1
7853,1,40,1330000,0,108,1398.36,0
7854,1,39,1040000,0,24,986.08,1
7855,1,42,1360000,0,96,1632.63,0
7856,1,49,1130000,0,0,1973.66,1
7857,1,40,1470000,0,108,1545.56,0
7858,1,31,1160000,0,60,660.51,1
7859,1,48,1110000,0,84,1858.85,0
7860,1,40,780000,0,36,739.56,1
7861,1,39,1300000,0,84,1427.28,0
7862,1,40,940000,0,96,699.52,1
7863,1,34,890000,0,0,728.46,1
7864,1,46,1240000,0,84,1299.79,1
7865,1,46,1550000,0,60,2595.69,0
7866,1,41,1150000,0,60,1514.05,0
7867,1,50,1160000,0,108,1345.47,1
7868,1,33,1090000,0,36,1098.51,0
7869,1,30,830000,0,36,493.17,1
7870,1,39,1200000,0,120,778.34,1
7871,1,41,1160000,0,0,1345.47,1
7872,1,44,1160000,0,108,1457.8,0
7873,1,41,1140000,0,120,809.77,1
7874,1,46,1250000,0,60,1449.86,1
7875,1,36,1200000,0,96,744.65,1
7876,1,43,1110000,0,120,866.02,1
7877,1,47,740000,0,48,1366.95,0
7878,1,39,1090000,0,0,1142.56,1
7879,1,36,870000,0,96,808.14,0
7880,1,43,1230000,0,72,1166.23,1
7881,1,48,1010000,0,36,1436.33,1
7882,1,32,1100000,0,120,815.7,0
7883,1,39,1410000,0,0,1477.99,1
7884,1,41,1120000,0,12,1234.91,1
7885,1,48,1130000,0,12,1780.89,1
7886,1,45,910000,0,120,781.83,1
7887,1,39,1350000,0,24,1863.14,0
7888,1,40,1190000,0,0,1312.09,1
7889,1,53,1030000,0,48,1799,1
7890,1,31,940000,0,120,434.55,1
7891,1,39,960000,0,24,1324.9,0
7892,1,45,880000,0,96,834.38,1
7893,1,35,1030000,0,72,996.05,0
7894,1,45,1280000,0,84,1275.84,1
7895,1,45,990000,0,120,1244.16,0
7896,1,42,920000,0,60,1269.69,0
7897,1,47,1290000,0,84,2057.44,0
7898,1,45,790000,0,48,1322.96,0
7899,1,39,1250000,0,96,1314.25,0
7900,1,39,1090000,0,48,1369.83,0
7901,1,39,1010000,0,60,1212.46,0
7902,1,48,830000,0,60,1065.74,1
7903,1,41,1150000,0,0,1333.87,1
7904,1,38,1010000,0,60,788,1
7905,1,43,1150000,0,0,1476.63,1
7906,1,47,930000,0,96,1412.87,0
7907,1,31,1200000,0,72,994.28,0
7908,1,42,1340000,0,48,1939.8,0
7909,1,40,1010000,0,108,1061.91,0
7910,1,38,1310000,0,120,812.91,1
7911,1,40,1000000,0,108,710.32,1
7912,1,41,720000,0,96,561.74,1
7913,1,36,1200000,0,84,778.34,1
7914,1,35,900000,0,84,836.01,0
7915,1,48,1070000,0,96,1706.55,0
7916,1,35,1310000,0,24,1503.29,0
7917,1,47,1120000,0,12,1676.65,1
7918,1,46,1110000,0,48,1354.55,1
7919,1,45,1130000,0,108,1487.72,0
7920,1,47,1050000,0,48,1939.6,0
7921,1,39,1390000,0,48,1194.22,1
7922,1,38,1610000,0,96,1092.38,1
7923,1,45,920000,0,36,1122.69,1
7924,1,42,800000,0,0,1406.93,0
7925,1,54,890000,0,120,1727.15,0
7926,1,31,900000,0,108,667.39,0
7927,1,43,1010000,0,12,1776.25,0
7928,1,45,1220000,0,36,2145.57,0
7929,1,53,1050000,0,108,2037.65,0
7930,1,38,1040000,0,120,966.05,0
7931,1,50,1010000,0,72,1364.7,1
7932,1,46,900000,0,120,1184.91,0
7933,1,43,750000,0,36,1196.18,0
7934,1,52,910000,0,96,1765.96,0
7935,1,55,1430000,0,84,3387.45,0
7936,1,32,1230000,0,36,1189.45,0
7937,1,47,1120000,0,60,1366.75,1
7938,1,45,850000,0,36,1037.27,1
7939,1,34,880000,0,108,480.51,1
7940,1,46,930000,0,108,1283.5,0
7941,1,39,1230000,0,24,1166.23,1
7942,1,43,830000,0,12,1459.69,0
7943,1,48,1330000,0,108,1394.13,1
7944,1,47,840000,0,60,1477.28,0
7945,1,51,690000,0,12,1804.81,0
7946,1,43,810000,0,96,695.91,1
7947,1,40,600000,0,108,426.19,1
7948,1,50,1230000,0,96,1500.99,1
7949,1,42,1310000,0,60,1242.08,1
7950,1,40,800000,0,24,797.4,1
7951,1,41,950000,0,0,1590.91,0
7952,1,39,1420000,0,12,2055.61,0
7953,1,38,970000,0,72,1064.97,0
7954,1,40,1250000,0,84,1434.44,0
7955,1,41,1220000,0,24,1853.44,0
7956,1,34,1130000,0,72,701.21,1
7957,1,31,1260000,0,24,817.26,1
7958,1,39,1020000,0,60,834.86,1
7959,1,42,970000,0,48,1404.19,0
7960,1,40,1040000,0,0,1658.71,0
7961,1,39,610000,0,120,589.89,0
7962,1,45,1200000,0,72,1823.06,0
7963,1,43,1310000,0,84,1724.7,0
7964,1,41,1020000,0,12,1626.81,0
7965,1,40,930000,0,120,937.26,0
7966,1,41,1000000,0,120,1051.4,0
7967,1,45,1180000,0,84,1708.19,0
7968,1,39,1250000,0,0,1310.28,1
7969,1,33,1030000,0,96,562.42,1
7970,1,46,690000,0,72,760.79,1
7971,1,40,960000,0,72,785.75,1
